,ID,Field,StarID,Type,Subtype,RA,DECL,ID_OGLE_II,ID_MACHO,ID_ASAS,ID_GCVS,ID_OTHER,I,V,P_1,dP_1,T0_1,A_1,R21_1,phi21_1,R31_1,phi31_1,P_2,dP_2,T0_2,A_2,R21_2,phi21_2,R31_2,phi31_2,P_3,dP_3,T0_3,A_3,R21_3,phi21_3,R31_3,phi31_3,Remarks
0,OGLE-BLG-LPV-048013,-99.99,-99.99,LPV,SRV,17.8148,-29.58414,BUL_SC44_61963,-99.99,-99.99,-99.99,      ,16.295,-99.99,68.25,-99.99,-99.99,0.17,-99.99,-99.99,-99.99,-99.99,1466.0,-99.99,-99.99,0.10400000000000001,-99.99,-99.99,-99.99,-99.99,63.48,-99.99,-99.99,0.065,-99.99,-99.99,-99.99,-99.99,
1,OGLE-BLG-LPV-048292,-99.99,-99.99,LPV,SRV,17.815410999999997,-29.599,BUL_SC44_61818,-99.99,-99.99,-99.99,      ,16.141,-99.99,146.71,-99.99,-99.99,0.111,-99.99,-99.99,-99.99,-99.99,167.48,-99.99,-99.99,0.11699999999999999,-99.99,-99.99,-99.99,-99.99,288.6,-99.99,-99.99,0.08199999999999999,-99.99,-99.99,-99.99,-99.99,
2,OGLE-BLG-LPV-048338,-99.99,-99.99,LPV,Mira,17.815497,-29.59931,BUL_SC44_61772,-99.99,-99.99,-99.99,      ,15.309000000000001,-99.99,245.9,-99.99,-99.99,1.517,-99.99,-99.99,-99.99,-99.99,360.1,-99.99,-99.99,0.466,-99.99,-99.99,-99.99,-99.99,582.4,-99.99,-99.99,0.154,-99.99,-99.99,-99.99,-99.99,
3,OGLE-BLG-LPV-048414,-99.99,-99.99,LPV,OSARG,17.815658,-29.594309999999997,BUL_SC44_61938,-99.99,-99.99,-99.99,      ,16.272000000000002,-99.99,490.4,-99.99,-99.99,0.332,-99.99,-99.99,-99.99,-99.99,51.32,-99.99,-99.99,0.048,-99.99,-99.99,-99.99,-99.99,77.88,-99.99,-99.99,0.057,-99.99,-99.99,-99.99,-99.99,
4,OGLE-BLG-LPV-049039,-99.99,-99.99,LPV,OSARG,17.816983,-29.615779999999997,BUL_SC44_61803,-99.99,-99.99,-99.99,      ,15.794,-99.99,37.211999999999996,-99.99,-99.99,0.033,-99.99,-99.99,-99.99,-99.99,50.84,-99.99,-99.99,0.052000000000000005,-99.99,-99.99,-99.99,-99.99,28.738000000000003,-99.99,-99.99,0.032,-99.99,-99.99,-99.99,-99.99,
5,OGLE-BLG-LPV-049059,-99.99,-99.99,LPV,OSARG,17.817033,-29.586890000000004,BUL_SC44_61842,-99.99,-99.99,-99.99,      ,15.933,-99.99,75.76,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,45.325,-99.99,-99.99,0.043,-99.99,-99.99,-99.99,-99.99,84.14,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
6,OGLE-BLG-LPV-049144,-99.99,-99.99,LPV,OSARG,17.817203,-29.60486,BUL_SC44_61905,-99.99,-99.99,-99.99,      ,16.276,-99.99,35.096,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,193.31,-99.99,-99.99,0.022000000000000002,-99.99,-99.99,-99.99,-99.99,53.71,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,
7,OGLE-BLG-LPV-049290,-99.99,-99.99,LPV,SRV,17.817497,-29.593690000000002,BUL_SC44_61824,-99.99,-99.99,-99.99,      ,16.301,-99.99,143.2,-99.99,-99.99,0.27,-99.99,-99.99,-99.99,-99.99,80.37,-99.99,-99.99,0.153,-99.99,-99.99,-99.99,-99.99,74.57,-99.99,-99.99,0.086,-99.99,-99.99,-99.99,-99.99,
8,OGLE-BLG-LPV-049968,-99.99,-99.99,LPV,OSARG,17.818914000000003,-29.622640000000004,BUL_SC44_138697,-99.99,-99.99,-99.99,      ,15.51,-99.99,28.694000000000003,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,25.534000000000002,-99.99,-99.99,0.040999999999999995,-99.99,-99.99,-99.99,-99.99,63.92,-99.99,-99.99,0.027000000000000003,-99.99,-99.99,-99.99,-99.99,
9,OGLE-BLG-LPV-050179,-99.99,-99.99,LPV,OSARG,17.819306,-29.612,BUL_SC44_138799,-99.99,-99.99,-99.99,      ,16.789,-99.99,34.438,-99.99,-99.99,0.054000000000000006,-99.99,-99.99,-99.99,-99.99,210.0,-99.99,-99.99,0.08800000000000001,-99.99,-99.99,-99.99,-99.99,46.217,-99.99,-99.99,0.046,-99.99,-99.99,-99.99,-99.99,
10,OGLE-BLG-LPV-050306,-99.99,-99.99,LPV,Mira,17.81955,-29.58792,BUL_SC44_138673,-99.99,-99.99,-99.99,      ,16.269000000000002,-99.99,363.7,-99.99,-99.99,1.767,-99.99,-99.99,-99.99,-99.99,133.33,-99.99,-99.99,0.142,-99.99,-99.99,-99.99,-99.99,114.44,-99.99,-99.99,0.128,-99.99,-99.99,-99.99,-99.99,
11,OGLE-BLG-LPV-050367,-99.99,-99.99,LPV,OSARG,17.819653,-29.604640000000003,BUL_SC44_138665,-99.99,-99.99,-99.99,      ,14.741,-99.99,18.707,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,42.75899999999999,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,261.6,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,
12,OGLE-BLG-RRLYR-03350,-99.99,-99.99,RRLyr,RRab,17.819858,-29.61644,BUL_SC44_141588,-99.99,-99.99,-99.99,-99.99,19.616,-99.99,0.5148335,4.02e-06,5000.18458,0.675,0.556,4.0969999999999995,0.375,2.247,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
13,OGLE-BLG-LPV-050487,-99.99,-99.99,LPV,OSARG,17.819906,-29.62092,BUL_SC44_138771,-99.99,-99.99,-99.99,      ,16.099,-99.99,51.65,-99.99,-99.99,0.026000000000000002,-99.99,-99.99,-99.99,-99.99,37.406,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,74.75,-99.99,-99.99,0.046,-99.99,-99.99,-99.99,-99.99,
14,OGLE-BLG-LPV-050560,-99.99,-99.99,LPV,OSARG,17.820035999999998,-29.619220000000002,BUL_SC44_138701,-99.99,-99.99,-99.99,      ,16.024,21.435,15.677999999999999,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,129.5,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,29.028000000000002,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,
15,OGLE-BLG-LPV-050657,-99.99,-99.99,LPV,Mira,17.820219,-29.61453,BUL_SC44_138703,-99.99,-99.99,-99.99,      ,16.113,-99.99,341.3,-99.99,-99.99,2.015,-99.99,-99.99,-99.99,-99.99,142.39,-99.99,-99.99,0.182,-99.99,-99.99,-99.99,-99.99,211.1,-99.99,-99.99,0.133,-99.99,-99.99,-99.99,-99.99,
16,OGLE-BLG-LPV-050731,-99.99,-99.99,LPV,Mira,17.820344,-29.59889,BUL_SC44_138667,-99.99,-99.99,-99.99,      ,15.136,-99.99,215.2,-99.99,-99.99,1.527,-99.99,-99.99,-99.99,-99.99,255.2,-99.99,-99.99,0.22899999999999998,-99.99,-99.99,-99.99,-99.99,381.4,-99.99,-99.99,0.139,-99.99,-99.99,-99.99,-99.99,
17,OGLE-BLG-LPV-050806,-99.99,-99.99,LPV,OSARG,17.820478,-29.59375,BUL_SC44_138640,-99.99,-99.99,-99.99,      ,14.017999999999999,19.509,14.196,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,190.84,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,26.975,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,
18,OGLE-BLG-LPV-050873,-99.99,-99.99,LPV,OSARG,17.8206,-29.598670000000002,BUL_SC44_138668,-99.99,-99.99,-99.99,      ,15.105,21.443,55.6,-99.99,-99.99,0.05,-99.99,-99.99,-99.99,-99.99,202.3,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,61.3,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,
19,OGLE-BLG-LPV-050877,-99.99,-99.99,LPV,SRV,17.820606,-29.616390000000003,BUL_SC44_138702,-99.99,-99.99,-99.99,      ,15.698,-99.99,77.76,-99.99,-99.99,0.233,-99.99,-99.99,-99.99,-99.99,116.55,-99.99,-99.99,0.155,-99.99,-99.99,-99.99,-99.99,341.8,-99.99,-99.99,0.12300000000000001,-99.99,-99.99,-99.99,-99.99,
20,OGLE-BLG-LPV-050930,-99.99,-99.99,LPV,OSARG,17.820717000000002,-29.610190000000003,BUL_SC44_138802,-99.99,-99.99,-99.99,      ,16.532,-99.99,14.210999999999999,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,235.1,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,19.061,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,
21,OGLE-BLG-LPV-051001,-99.99,-99.99,LPV,SRV,17.820875,-29.61017,BUL_SC44_138803,-99.99,-99.99,-99.99,      ,16.773,-99.99,66.31,-99.99,-99.99,0.13,-99.99,-99.99,-99.99,-99.99,125.79,-99.99,-99.99,0.106,-99.99,-99.99,-99.99,-99.99,152.51,-99.99,-99.99,0.042,-99.99,-99.99,-99.99,-99.99,
22,OGLE-BLG-LPV-051010,-99.99,-99.99,LPV,OSARG,17.820889,-29.613670000000003,BUL_SC44_138705,-99.99,-99.99,-99.99,      ,15.238,20.849,8.0275,-99.99,-99.99,0.006999999999999999,-99.99,-99.99,-99.99,-99.99,349.9,-99.99,-99.99,0.023,-99.99,-99.99,-99.99,-99.99,270.7,-99.99,-99.99,0.008,-99.99,-99.99,-99.99,-99.99,
23,OGLE-BLG-LPV-051170,-99.99,-99.99,LPV,OSARG,17.821219,-29.617390000000004,BUL_SC44_138781,-99.99,-99.99,-99.99,      ,16.275,-99.99,50.46,-99.99,-99.99,0.077,-99.99,-99.99,-99.99,-99.99,52.67,-99.99,-99.99,0.092,-99.99,-99.99,-99.99,-99.99,199.56,-99.99,-99.99,0.086,-99.99,-99.99,-99.99,-99.99,
24,OGLE-BLG-LPV-051319,-99.99,-99.99,LPV,OSARG,17.821569,-29.612440000000003,BUL_SC44_138798,-99.99,-99.99,-99.99,      ,16.144000000000002,-99.99,56.53,-99.99,-99.99,0.064,-99.99,-99.99,-99.99,-99.99,187.97,-99.99,-99.99,0.203,-99.99,-99.99,-99.99,-99.99,37.89,-99.99,-99.99,0.063,-99.99,-99.99,-99.99,-99.99,
25,OGLE-BLG-LPV-051418,-99.99,-99.99,LPV,SRV,17.821735999999998,-29.577920000000002,BUL_SC44_138732,-99.99,-99.99,-99.99,      ,15.132,15.752,53.38,-99.99,-99.99,0.095,-99.99,-99.99,-99.99,-99.99,436.3,-99.99,-99.99,0.046,-99.99,-99.99,-99.99,-99.99,37.857,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
26,OGLE-BLG-LPV-051477,-99.99,-99.99,LPV,OSARG,17.821856,-29.57775,BUL_SC44_138889,-99.99,-99.99,-99.99,      ,15.96,-99.99,23.866999999999997,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,34.650999999999996,-99.99,-99.99,0.017,-99.99,-99.99,-99.99,-99.99,337.5,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,
27,OGLE-BLG-LPV-051501,-99.99,-99.99,LPV,OSARG,17.821889000000002,-29.60867,BUL_SC44_138709,-99.99,-99.99,-99.99,      ,16.061,-99.99,8.5294,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,440.9,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,123.69,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,
28,OGLE-BLG-LPV-051596,-99.99,-99.99,LPV,SRV,17.822072,-29.621890000000004,BUL_SC44_138770,-99.99,-99.99,-99.99,      ,16.262999999999998,-99.99,105.71,-99.99,-99.99,0.268,-99.99,-99.99,-99.99,-99.99,192.53,-99.99,-99.99,0.27899999999999997,-99.99,-99.99,-99.99,-99.99,152.77,-99.99,-99.99,0.10300000000000001,-99.99,-99.99,-99.99,-99.99,
29,OGLE-BLG-LPV-051626,-99.99,-99.99,LPV,SRV,17.822125,-29.58033,BUL_SC44_138730,-99.99,-99.99,-99.99,      ,15.675999999999998,-99.99,58.33,-99.99,-99.99,0.12300000000000001,-99.99,-99.99,-99.99,-99.99,101.6,-99.99,-99.99,0.066,-99.99,-99.99,-99.99,-99.99,61.04,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,
30,OGLE-BLG-LPV-051747,-99.99,-99.99,LPV,OSARG,17.822311,-29.603579999999997,BUL_SC44_138825,-99.99,-99.99,-99.99,      ,15.943,-99.99,26.883000000000003,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,195.66,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,159.11,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,
31,OGLE-BLG-RRLYR-03423,-99.99,-99.99,RRLyr,RRab,17.822317,-29.57672,BUL_SC44_364836,-99.99,-99.99,-99.99,-99.99,19.642,-99.99,0.41303176,1.1e-06,5000.25788,0.7490000000000001,0.511,4.188,0.47200000000000003,2.005,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
32,OGLE-BLG-LPV-051820,-99.99,-99.99,LPV,OSARG,17.822419,-29.619190000000003,BUL_SC44_138775,-99.99,-99.99,-99.99,      ,16.176,-99.99,32.650999999999996,-99.99,-99.99,0.073,-99.99,-99.99,-99.99,-99.99,249.1,-99.99,-99.99,0.132,-99.99,-99.99,-99.99,-99.99,33.985,-99.99,-99.99,0.055999999999999994,-99.99,-99.99,-99.99,-99.99,
33,OGLE-BLG-LPV-052018,-99.99,-99.99,LPV,OSARG,17.822769,-29.60097,BUL_SC44_138717,-99.99,-99.99,-99.99,      ,15.692,-99.99,26.737,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,145.62,-99.99,-99.99,0.024,-99.99,-99.99,-99.99,-99.99,122.13,-99.99,-99.99,0.011000000000000001,-99.99,-99.99,-99.99,-99.99,
34,OGLE-BLG-LPV-052129,-99.99,-99.99,LPV,SRV,17.822975,-29.61753,BUL_SC44_221035,-99.99,-99.99,-99.99,      ,15.709000000000001,-99.99,50.7,-99.99,-99.99,0.076,-99.99,-99.99,-99.99,-99.99,369.5,-99.99,-99.99,0.033,-99.99,-99.99,-99.99,-99.99,212.0,-99.99,-99.99,0.031,-99.99,-99.99,-99.99,-99.99,
35,OGLE-BLG-LPV-052152,-99.99,-99.99,LPV,SRV,17.823014,-29.58308,BUL_SC44_221087,-99.99,-99.99,-99.99,      ,15.728,-99.99,59.43,-99.99,-99.99,0.091,-99.99,-99.99,-99.99,-99.99,99.95,-99.99,-99.99,0.08900000000000001,-99.99,-99.99,-99.99,-99.99,279.6,-99.99,-99.99,0.11900000000000001,-99.99,-99.99,-99.99,-99.99,
36,OGLE-BLG-LPV-052167,-99.99,-99.99,LPV,OSARG,17.823036,-29.61992,BUL_SC44_221031,-99.99,-99.99,-99.99,      ,15.645999999999999,-99.99,39.654,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,28.002,-99.99,-99.99,0.04,-99.99,-99.99,-99.99,-99.99,28.903000000000002,-99.99,-99.99,0.027000000000000003,-99.99,-99.99,-99.99,-99.99,
37,OGLE-BLG-LPV-052472,-99.99,-99.99,LPV,OSARG,17.823560999999998,-29.615779999999997,BUL_SC44_221037,-99.99,-99.99,-99.99,      ,15.950999999999999,-99.99,13.709000000000001,-99.99,-99.99,0.005,-99.99,-99.99,-99.99,-99.99,16.905,-99.99,-99.99,0.021,-99.99,-99.99,-99.99,-99.99,18.232,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,
38,OGLE-BLG-LPV-052494,-99.99,-99.99,LPV,OSARG,17.823594,-29.60453,BUL_SC44_221054,-99.99,-99.99,-99.99,      ,15.65,-99.99,49.147,-99.99,-99.99,0.052000000000000005,-99.99,-99.99,-99.99,-99.99,463.0,-99.99,-99.99,0.044000000000000004,-99.99,-99.99,-99.99,-99.99,1812.0,-99.99,-99.99,0.062,-99.99,-99.99,-99.99,-99.99,
39,OGLE-BLG-LPV-052518,-99.99,-99.99,LPV,OSARG,17.823622,-29.58264,BUL_SC44_221089,-99.99,-99.99,-99.99,      ,15.913,-99.99,21.965,-99.99,-99.99,0.025,-99.99,-99.99,-99.99,-99.99,182.32,-99.99,-99.99,0.019,-99.99,-99.99,-99.99,-99.99,22.418000000000003,-99.99,-99.99,0.018000000000000002,-99.99,-99.99,-99.99,-99.99,
40,OGLE-BLG-LPV-052529,-99.99,-99.99,LPV,OSARG,17.823644,-29.586809999999996,BUL_SC44_221245,-99.99,-99.99,-99.99,      ,16.295,-99.99,17.986,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,25.119,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,123.52,-99.99,-99.99,0.016,-99.99,-99.99,-99.99,-99.99,
41,OGLE-BLG-LPV-052588,-99.99,-99.99,LPV,OSARG,17.823767,-29.60036,BUL_SC44_221195,-99.99,-99.99,-99.99,      ,16.271,-99.99,71.51,-99.99,-99.99,0.096,-99.99,-99.99,-99.99,-99.99,200.0,-99.99,-99.99,0.091,-99.99,-99.99,-99.99,-99.99,49.995,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,
42,OGLE-BLG-LPV-052646,-99.99,-99.99,LPV,OSARG,17.823881,-29.599059999999998,BUL_SC44_221062,-99.99,-99.99,-99.99,      ,15.762,-99.99,25.823,-99.99,-99.99,0.015,-99.99,-99.99,-99.99,-99.99,31.869,-99.99,-99.99,0.039,-99.99,-99.99,-99.99,-99.99,61.96,-99.99,-99.99,0.032,-99.99,-99.99,-99.99,-99.99,
43,OGLE-BLG-LPV-052676,-99.99,-99.99,LPV,OSARG,17.823933,-29.601440000000004,BUL_SC44_221059,-99.99,-99.99,-99.99,      ,15.992,-99.99,32.232,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,225.0,-99.99,-99.99,0.03,-99.99,-99.99,-99.99,-99.99,392.8,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,
44,OGLE-BLG-LPV-052777,-99.99,-99.99,LPV,SRV,17.8241,-29.617890000000003,BUL_SC44_220980,-99.99,-99.99,-99.99,      ,15.213,-99.99,50.13,-99.99,-99.99,0.076,-99.99,-99.99,-99.99,-99.99,251.6,-99.99,-99.99,0.05,-99.99,-99.99,-99.99,-99.99,507.1,-99.99,-99.99,0.049,-99.99,-99.99,-99.99,-99.99,
45,OGLE-BLG-LPV-052913,-99.99,-99.99,LPV,OSARG,17.824342,-29.60825,BUL_SC44_221050,-99.99,-99.99,-99.99,      ,15.715,17.28,11.231,-99.99,-99.99,0.012,-99.99,-99.99,-99.99,-99.99,5.3596,-99.99,-99.99,0.006999999999999999,-99.99,-99.99,-99.99,-99.99,34.769,-99.99,-99.99,0.006999999999999999,-99.99,-99.99,-99.99,-99.99,
46,OGLE-BLG-LPV-052969,-99.99,-99.99,LPV,OSARG,17.824436,-29.592029999999998,BUL_SC44_221073,-99.99,-99.99,-99.99,      ,15.93,-99.99,17.505,-99.99,-99.99,0.009000000000000001,-99.99,-99.99,-99.99,-99.99,167.06,-99.99,-99.99,0.021,-99.99,-99.99,-99.99,-99.99,25.373,-99.99,-99.99,0.013999999999999999,-99.99,-99.99,-99.99,-99.99,
47,OGLE-BLG-LPV-052990,-99.99,-99.99,LPV,Mira,17.824475,-29.60367,BUL_SC44_221056,-99.99,-99.99,-99.99,      ,15.149000000000001,-99.99,291.5,-99.99,-99.99,1.703,-99.99,-99.99,-99.99,-99.99,224.8,-99.99,-99.99,0.319,-99.99,-99.99,-99.99,-99.99,474.6,-99.99,-99.99,0.23399999999999999,-99.99,-99.99,-99.99,-99.99,
48,OGLE-BLG-LPV-053087,-99.99,-99.99,LPV,OSARG,17.824647,-29.600279999999998,BUL_SC44_221196,-99.99,-99.99,-99.99,      ,16.096,-99.99,27.721999999999998,-99.99,-99.99,0.005,-99.99,-99.99,-99.99,-99.99,426.1,-99.99,-99.99,0.022000000000000002,-99.99,-99.99,-99.99,-99.99,14.517999999999999,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,
49,OGLE-BLG-LPV-053106,-99.99,-99.99,LPV,SRV,17.824689000000003,-29.610059999999997,BUL_SC44_221047,-99.99,-99.99,-99.99,      ,15.38,-99.99,104.91,-99.99,-99.99,0.10400000000000001,-99.99,-99.99,-99.99,-99.99,73.64,-99.99,-99.99,0.091,-99.99,-99.99,-99.99,-99.99,223.4,-99.99,-99.99,0.10300000000000001,-99.99,-99.99,-99.99,-99.99,
50,OGLE-BLG-LPV-053119,-99.99,-99.99,LPV,SRV,17.824707999999998,-29.58592,BUL_SC44_221249,-99.99,-99.99,-99.99,      ,16.152,-99.99,53.05,-99.99,-99.99,0.16,-99.99,-99.99,-99.99,-99.99,242.2,-99.99,-99.99,0.111,-99.99,-99.99,-99.99,-99.99,90.72,-99.99,-99.99,0.064,-99.99,-99.99,-99.99,-99.99,
51,OGLE-BLG-LPV-053147,-99.99,-99.99,LPV,OSARG,17.824767,-29.621890000000004,BUL_SC44_221029,-99.99,-99.99,-99.99,      ,15.979000000000001,-99.99,21.275,-99.99,-99.99,0.042,-99.99,-99.99,-99.99,-99.99,20.735,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,89.2,-99.99,-99.99,0.027000000000000003,-99.99,-99.99,-99.99,-99.99,
52,OGLE-BLG-LPV-053210,-99.99,-99.99,LPV,SRV,17.824897,-29.600859999999997,BUL_SC44_221194,-99.99,-99.99,-99.99,      ,15.997,-99.99,79.18,-99.99,-99.99,0.102,-99.99,-99.99,-99.99,-99.99,221.1,-99.99,-99.99,0.16699999999999998,-99.99,-99.99,-99.99,-99.99,55.73,-99.99,-99.99,0.075,-99.99,-99.99,-99.99,-99.99,
53,OGLE-BLG-LPV-053239,-99.99,-99.99,LPV,OSARG,17.82495,-29.610609999999998,BUL_SC44_221167,-99.99,-99.99,-99.99,      ,16.783,-99.99,30.861,-99.99,-99.99,0.06,-99.99,-99.99,-99.99,-99.99,209.9,-99.99,-99.99,0.085,-99.99,-99.99,-99.99,-99.99,45.836000000000006,-99.99,-99.99,0.053,-99.99,-99.99,-99.99,-99.99,
54,OGLE-BLG-LPV-053259,-99.99,-99.99,LPV,OSARG,17.824983,-29.61425,BUL_SC44_221040,-99.99,-99.99,-99.99,      ,15.307,-99.99,98.36,-99.99,-99.99,0.07400000000000001,-99.99,-99.99,-99.99,-99.99,191.68,-99.99,-99.99,0.066,-99.99,-99.99,-99.99,-99.99,58.96,-99.99,-99.99,0.044000000000000004,-99.99,-99.99,-99.99,-99.99,
55,OGLE-BLG-LPV-053398,-99.99,-99.99,LPV,SRV,17.825231,-29.588079999999998,BUL_SC44_221078,-99.99,-99.99,-99.99,      ,15.179,-99.99,76.45,-99.99,-99.99,0.087,-99.99,-99.99,-99.99,-99.99,187.3,-99.99,-99.99,0.14300000000000002,-99.99,-99.99,-99.99,-99.99,105.29,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,
56,OGLE-BLG-RRLYR-03528,-99.99,-99.99,RRLyr,RRab,17.825428,-29.60711,BUL_SC44_223112,-99.99,-99.99,-99.99,-99.99,19.15,-99.99,0.46239864,1.66e-06,5000.28555,0.598,0.498,4.369,0.32,2.202,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
57,OGLE-BLG-LPV-053687,-99.99,-99.99,LPV,OSARG,17.825797,-29.589579999999998,BUL_SC44_221234,-99.99,-99.99,-99.99,      ,15.911,-99.99,49.118,-99.99,-99.99,0.06,-99.99,-99.99,-99.99,-99.99,213.2,-99.99,-99.99,0.059000000000000004,-99.99,-99.99,-99.99,-99.99,186.92,-99.99,-99.99,0.040999999999999995,-99.99,-99.99,-99.99,-99.99,
58,OGLE-BLG-LPV-053792,-99.99,-99.99,LPV,OSARG,17.825975,-29.604190000000003,BUL_SC44_221187,-99.99,-99.99,-99.99,      ,15.845,-99.99,47.605,-99.99,-99.99,0.037000000000000005,-99.99,-99.99,-99.99,-99.99,277.1,-99.99,-99.99,0.045,-99.99,-99.99,-99.99,-99.99,337.5,-99.99,-99.99,0.034,-99.99,-99.99,-99.99,-99.99,
59,OGLE-BLG-LPV-053908,-99.99,-99.99,LPV,OSARG,17.826169,-29.59422,BUL_SC44_220993,-99.99,-99.99,-99.99,      ,14.95,-99.99,54.13,-99.99,-99.99,0.028999999999999998,-99.99,-99.99,-99.99,-99.99,90.38,-99.99,-99.99,0.085,-99.99,-99.99,-99.99,-99.99,244.1,-99.99,-99.99,0.061,-99.99,-99.99,-99.99,-99.99,
60,OGLE-BLG-LPV-053921,-99.99,-99.99,LPV,OSARG,17.826183,-29.611109999999996,BUL_SC44_220983,-99.99,-99.99,-99.99,      ,15.047,20.544,367.8,-99.99,-99.99,0.126,-99.99,-99.99,-99.99,-99.99,104.47,-99.99,-99.99,0.027000000000000003,-99.99,-99.99,-99.99,-99.99,69.33,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,
61,OGLE-BLG-LPV-053926,-99.99,-99.99,LPV,OSARG,17.826192000000002,-29.60753,BUL_SC44_221051,-99.99,-99.99,-99.99,      ,15.208,-99.99,74.48,-99.99,-99.99,0.187,-99.99,-99.99,-99.99,-99.99,826.4,-99.99,-99.99,0.09,-99.99,-99.99,-99.99,-99.99,130.99,-99.99,-99.99,0.08,-99.99,-99.99,-99.99,-99.99,
62,OGLE-BLG-LPV-053929,-99.99,-99.99,LPV,SRV,17.826194,-29.60186,BUL_SC44_221058,-99.99,-99.99,-99.99,      ,15.68,-99.99,70.57,-99.99,-99.99,0.08900000000000001,-99.99,-99.99,-99.99,-99.99,352.5,-99.99,-99.99,0.268,-99.99,-99.99,-99.99,-99.99,101.77,-99.99,-99.99,0.08800000000000001,-99.99,-99.99,-99.99,-99.99,
63,OGLE-BLG-LPV-054073,-99.99,-99.99,LPV,OSARG,17.82645,-29.596970000000002,BUL_SC44_221064,-99.99,-99.99,-99.99,      ,15.600999999999999,-99.99,42.783,-99.99,-99.99,0.023,-99.99,-99.99,-99.99,-99.99,30.403000000000002,-99.99,-99.99,0.013000000000000001,-99.99,-99.99,-99.99,-99.99,114.88,-99.99,-99.99,0.015,-99.99,-99.99,-99.99,-99.99,
64,OGLE-BLG-LPV-054086,-99.99,-99.99,LPV,OSARG,17.826472,-29.59147,BUL_SC44_220998,-99.99,-99.99,-99.99,      ,14.92,-99.99,44.361999999999995,-99.99,-99.99,0.036000000000000004,-99.99,-99.99,-99.99,-99.99,54.15,-99.99,-99.99,0.055999999999999994,-99.99,-99.99,-99.99,-99.99,210.7,-99.99,-99.99,0.08199999999999999,-99.99,-99.99,-99.99,-99.99,
