5288.86467  15.072   0.009
5293.82944  15.087   0.009
5294.81492  15.084   0.007
5296.85738  15.085   0.007
5298.92816  15.083   0.009
5301.84345  15.074   0.007
5306.77822  15.083   0.009
5308.79520  15.088   0.007
5314.90351  15.107   0.009
5316.78762  15.079   0.009
5320.74979  15.078   0.009
5323.80419  15.090   0.009
5326.77925  15.082   0.007
5327.92032  15.098   0.009
5334.76980  15.082   0.007
5336.81180  15.084   0.009
5338.90682  15.093   0.009
5340.85418  15.079   0.009
5342.61372  15.061   0.009
5343.64455  15.068   0.009
5348.78489  15.077   0.009
5350.71116  15.066   0.009
5353.69350  15.077   0.007
5355.86592  15.076   0.009
5361.65811  15.078   0.009
5365.69999  15.079   0.009
5378.61267  15.064   0.007
5380.64555  15.065   0.007
5382.79588  15.070   0.010
5385.53344  15.065   0.007
5385.63290  15.068   0.007
5385.73525  15.068   0.007
5388.71866  15.065   0.007
5391.81360  15.073   0.009
5397.68142  15.067   0.009
5405.63517  15.071   0.009
5409.47504  15.066   0.009
5413.51129  15.063   0.007
5422.55336  15.078   0.009
5433.68107  15.064   0.009
5439.57304  15.060   0.009
5447.50709  15.063   0.007
5457.56428  15.074   0.007
5460.57277  15.072   0.009
5465.51868  15.082   0.009
5472.59298  15.098   0.009
5490.52586  15.116   0.010
5602.85534  15.081   0.007
5604.86323  15.079   0.007
5605.85939  15.082   0.007
5606.85942  15.088   0.007
5607.86253  15.075   0.007
5608.85353  15.079   0.009
5611.84913  15.079   0.009
5613.89320  15.081   0.010
5615.84993  15.082   0.007
5616.84405  15.083   0.009
5621.83505  15.073   0.007
5622.82303  15.072   0.007
5624.77941  15.075   0.007
5626.83826  15.074   0.009
5628.77941  15.078   0.009
5629.77486  15.077   0.009
5631.83974  15.086   0.009
5632.86888  15.078   0.007
5633.76804  15.080   0.007
5635.80093  15.082   0.009
5637.77970  15.080   0.009
5638.90941  15.085   0.007
5639.76577  15.077   0.009
5642.77764  15.079   0.007
5647.76423  15.070   0.007
5649.80015  15.068   0.007
5654.80555  15.074   0.007
5658.86353  15.080   0.007
5662.91655  15.086   0.007
5668.82001  15.079   0.007
5675.80353  15.081   0.007
5679.90118  15.084   0.007
5682.92774  15.094   0.007
5686.81896  15.083   0.007
5692.66980  15.081   0.007
5694.84352  15.082   0.007
5697.70296  15.071   0.007
5702.59209  15.080   0.009
5702.77092  15.086   0.010
5706.87832  15.076   0.009
5710.85230  15.073   0.007
5715.86630  15.085   0.009
5722.83738  15.082   0.007
5726.53338  15.076   0.009
5735.68399  15.082   0.007
5737.79594  15.076   0.007
5740.65308  15.070   0.007
5742.68363  15.080   0.007
5745.73050  15.072   0.007
5749.51905  15.081   0.009
5760.57807  15.072   0.007
5765.54428  15.077   0.007
5777.67539  15.069   0.007
5784.49153  15.066   0.009
5784.62270  15.073   0.007
5786.48299  15.066   0.009
5790.59378  15.081   0.009
5794.69431  15.070   0.007
5803.52872  15.071   0.009
5815.51048  15.082   0.007
5819.54579  15.082   0.007
5824.56155  15.090   0.007
5829.53885  15.098   0.007
5833.59544  15.108   0.009
5841.53274  15.130   0.009
5845.57438  15.118   0.009
5854.53130  15.112   0.009
5972.88525  15.073   0.007
5984.89529  15.078   0.007
5990.82992  15.078   0.007
5995.77155  15.071   0.007
5999.82413  15.078   0.007
6002.77424  15.059   0.009
6002.89557  15.079   0.007
6003.86088  15.082   0.009
6007.80078  15.085   0.007
6010.83663  15.091   0.007
6013.91522  15.090   0.007
6016.91780  15.070   0.007
6019.90191  15.078   0.007
6022.79452  15.079   0.007
6025.72063  15.090   0.009
6032.92224  15.082   0.007
6037.74632  15.088   0.007
6040.90095  15.074   0.007
6048.76926  15.079   0.007
6051.67046  15.085   0.007
6057.70022  15.064   0.007
6057.85952  15.067   0.007
6058.65516  15.077   0.007
6061.84369  15.092   0.007
6064.83522  15.076   0.007
6067.60040  15.080   0.007
6069.69500  15.072   0.007
6071.67267  15.074   0.007
6076.70676  15.081   0.007
6078.84596  15.080   0.007
6080.80642  15.078   0.007
6086.60244  15.073   0.007
6089.66022  15.069   0.007
6093.83530  15.072   0.007
6096.88939  15.080   0.009
6100.52017  15.075   0.007
6101.84117  15.068   0.007
6103.74124  15.073   0.007
6105.69963  15.075   0.007
6113.71467  15.064   0.010
6115.68963  15.068   0.007
6117.69815  15.061   0.007
6119.63628  15.075   0.007
6121.64875  15.064   0.007
6124.71442  15.065   0.007
6126.77628  15.061   0.007
6132.61553  15.057   0.007
6135.67856  15.075   0.007
6140.67757  15.067   0.007
6147.62427  15.065   0.007
6151.61243  15.058   0.007
6158.55647  15.070   0.007
6161.63985  15.072   0.007
6169.54863  15.067   0.007
6175.66049  15.093   0.007
6182.64606  15.091   0.007
6191.50477  15.108   0.009
6198.59691  15.094   0.009
6210.52317  15.105   0.007
6217.51695  15.075   0.007
6347.87497  15.076   0.007
6354.89548  15.080   0.007
6363.80388  15.076   0.007
6370.89361  15.082   0.007
6375.82406  15.087   0.007
6375.84238  15.077   0.007
6378.90026  15.092   0.007
6382.78599  15.074   0.009
6388.79049  15.069   0.007
6391.71978  15.064   0.007
6395.84073  15.070   0.007
6398.83543  15.061   0.007
6401.88015  15.060   0.007
6404.84912  15.060   0.007
6408.82850  15.065   0.007
6417.74551  15.066   0.007
6419.85731  15.066   0.007
6423.65172  15.059   0.007
6426.84539  15.060   0.007
6431.90043  15.062   0.007
6434.67451  15.058   0.007
6436.72205  15.061   0.007
6442.61615  15.062   0.007
6445.69082  15.067   0.007
6447.67928  15.064   0.007
6449.61499  15.071   0.007
6451.54538  15.049   0.007
6454.54274  15.062   0.007
6456.72521  15.069   0.007
6458.85854  15.071   0.007
6461.61540  15.064   0.007
6463.76036  15.059   0.007
6468.80541  15.064   0.007
6473.75498  15.062   0.007
6475.70687  15.058   0.007
6477.68661  15.064   0.007
6480.71005  15.064   0.007
6485.50337  15.052   0.007
6487.60667  15.059   0.007
6490.71440  15.065   0.007
6496.53226  15.061   0.007
6498.72682  15.056   0.007
6505.51705  15.058   0.007
6508.66455  15.057   0.007
6511.64372  15.058   0.007
6518.54647  15.068   0.007
6524.57431  15.076   0.007
6531.68272  15.076   0.007
6538.60197  15.100   0.007
6545.65205  15.105   0.007
6560.50843  15.108   0.007
6567.55802  15.075   0.007
6573.55086  15.071   0.007
6741.87520  15.059   0.007
6742.84914  15.056   0.007
6750.76018  15.071   0.007
6752.81874  15.072   0.007
6755.88410  15.071   0.007
6757.86406  15.071   0.007
6759.88906  15.074   0.007
6761.82044  15.079   0.007
6763.80476  15.073   0.007
6768.93230  15.070   0.007
6770.77458  15.070   0.007
6772.67877  15.076   0.007
6773.83696  15.069   0.007
6775.77692  15.085   0.007
6776.89594  15.084   0.007
6777.73263  15.081   0.007
6784.89439  15.090   0.007
6785.88643  15.087   0.007
6786.91170  15.086   0.007
6789.80217  15.072   0.007
6790.88533  15.073   0.007
6791.94127  15.081   0.009
6796.65357  15.072   0.007
6797.75486  15.067   0.007
6799.90729  15.073   0.009
6804.60546  15.065   0.007
6805.65642  15.067   0.009
6807.61588  15.065   0.009
6808.66393  15.063   0.007
6809.70825  15.076   0.007
6810.76355  15.074   0.007
6811.78235  15.075   0.007
6813.89037  15.068   0.007
6815.61481  15.063   0.009
6816.70072  15.067   0.007
6817.78339  15.069   0.007
6819.64575  15.065   0.009
6823.85880  15.067   0.009
6824.90210  15.065   0.009
6826.53241  15.063   0.009
6827.57787  15.062   0.007
6828.62561  15.059   0.007
6829.62201  15.059   0.009
6830.65463  15.066   0.007
6831.79192  15.063   0.007
6832.82555  15.065   0.007
6834.50068  15.070   0.009
6835.55219  15.069   0.009
6836.59239  15.069   0.009
6837.59849  15.075   0.007
6838.59837  15.065   0.007
6839.60988  15.072   0.007
6840.67546  15.068   0.009
6841.77991  15.073   0.009
6842.82611  15.064   0.009
6844.84703  15.070   0.009
6847.78039  15.079   0.007
6851.78917  15.067   0.009
6855.51908  15.058   0.009
6856.54824  15.062   0.007
6857.59162  15.065   0.007
6858.67320  15.071   0.007
6862.63172  15.059   0.010
6863.70933  15.069   0.007
6872.53382  15.061   0.009
6878.57070  15.070   0.009
6880.69302  15.068   0.009
6882.62848  15.072   0.007
6885.57623  15.075   0.007
6886.71502  15.083   0.007
6888.64197  15.093   0.007
6890.57969  15.089   0.009
6895.53250  15.110   0.007
6912.63019  15.120   0.009
6918.54931  15.105   0.009
6922.62647  15.076   0.009
6926.48642  15.075   0.009
6929.50980  15.072   0.009
6932.55361  15.076   0.009
6936.49336  15.068   0.007
6942.51283  15.059   0.009
7069.87628  15.070   0.007
7074.88664  15.070   0.007
7075.86271  15.060   0.007
7078.86521  15.083   0.007
7082.86705  15.072   0.007
7086.89543  15.073   0.007
7090.82554  15.062   0.007
7097.89470  15.067   0.007
7100.87989  15.070   0.007
7110.80722  15.070   0.007
7112.91819  15.066   0.007
7115.73226  15.075   0.007
7117.71417  15.077   0.007
7119.77642  15.078   0.007
7126.87745  15.078   0.007
7130.77798  15.066   0.007
7132.68558  15.074   0.009
7134.75753  15.064   0.007
7135.91579  15.078   0.007
7137.76039  15.078   0.007
7138.88771  15.078   0.007
7140.74357  15.069   0.007
7141.87687  15.060   0.007
7143.69872  15.070   0.007
7144.82729  15.073   0.009
7146.71794  15.080   0.007
7147.73765  15.079   0.009
7152.89580  15.077   0.007
7154.65407  15.072   0.007
7155.72946  15.078   0.007
7157.61898  15.067   0.007
7158.75690  15.066   0.007
7159.82499  15.067   0.007
7160.89555  15.077   0.007
7162.61936  15.078   0.007
7163.67336  15.077   0.009
7164.81664  15.070   0.007
7166.60329  15.071   0.009
7166.78686  15.072   0.007
7168.70497  15.076   0.007
7169.69279  15.078   0.007
7169.88758  15.078   0.007
7170.67980  15.074   0.007
7170.86932  15.076   0.007
7172.68208  15.075   0.007
7172.87292  15.074   0.007
7173.65890  15.076   0.007
7173.85460  15.076   0.007
7174.62352  15.080   0.007
7174.79571  15.074   0.007
7175.57956  15.077   0.007
7175.75532  15.078   0.007
7178.67754  15.067   0.007
7178.84898  15.070   0.007
7179.62205  15.059   0.009
7179.78662  15.070   0.007
7180.57443  15.062   0.007
7180.73563  15.068   0.007
7180.90958  15.069   0.007
7181.69591  15.075   0.007
7181.86608  15.070   0.007
7182.63029  15.074   0.007
7182.82259  15.075   0.007
7183.58368  15.072   0.007
7183.76821  15.078   0.007
7184.57401  15.085   0.009
7184.75934  15.078   0.007
7184.92323  15.087   0.009
7185.72238  15.071   0.007
7185.88925  15.077   0.009
7186.84550  15.070   0.007
7187.62648  15.072   0.007
7187.80962  15.074   0.007
7188.59666  15.070   0.007
7188.78370  15.069   0.009
7189.64184  15.068   0.007
7189.82260  15.066   0.007
7190.61216  15.064   0.007
7190.81061  15.067   0.007
7191.63881  15.065   0.007
7192.84720  15.056   0.007
7192.87245  15.052   0.007
7193.66917  15.059   0.007
7193.85368  15.055   0.007
7194.61668  15.057   0.007
7194.80865  15.067   0.007
7197.64863  15.070   0.007
7197.83542  15.061   0.007
7198.62827  15.063   0.007
7198.81411  15.065   0.009
7199.58850  15.063   0.007
7199.77122  15.070   0.007
7200.52665  15.059   0.007
7200.70639  15.067   0.007
7202.64437  15.048   0.009
7202.86611  15.056   0.009
7206.67782  15.055   0.009
7206.83799  15.057   0.009
7207.64671  15.059   0.007
7207.83585  15.064   0.009
7209.74243  15.063   0.007
7211.52053  15.069   0.009
7211.70284  15.070   0.007
7212.57527  15.060   0.007
7214.65104  15.058   0.007
7217.59901  15.061   0.007
7219.51173  15.066   0.007
7219.71971  15.073   0.007
7220.61146  15.071   0.007
7220.79138  15.071   0.007
7221.58910  15.072   0.007
7221.77150  15.078   0.007
7222.56277  15.077   0.007
7222.77752  15.069   0.007
7223.61756  15.064   0.007
7224.46873  15.065   0.007
7224.66259  15.059   0.009
7225.50079  15.063   0.007
7226.51657  15.070   0.007
7226.70146  15.063   0.007
7227.48515  15.075   0.009
7227.66002  15.066   0.007
7228.48663  15.069   0.007
7228.67070  15.067   0.007
7229.51492  15.069   0.007
7229.67959  15.073   0.007
7233.49283  15.072   0.009
7233.53467  15.076   0.010
7235.69998  15.086   0.007
7249.55783  15.111   0.009
7249.70255  15.109   0.009
7252.53641  15.118   0.007
7253.49134  15.119   0.007
7253.68348  15.113   0.007
7255.65107  15.113   0.007
7256.65418  15.118   0.009
7261.50937  15.115   0.009
7261.67037  15.117   0.009
7263.63594  15.124   0.007
7264.58237  15.114   0.007
7265.54566  15.118   0.007
7267.48020  15.117   0.009
7268.48138  15.115   0.007
7268.67680  15.114   0.007
7269.66517  15.107   0.007
7270.60894  15.111   0.007
7271.56480  15.104   0.007
7273.53563  15.096   0.009
7275.54016  15.078   0.009
7277.51491  15.077   0.007
7278.49847  15.068   0.009
7281.51010  15.069   0.009
7284.54963  15.056   0.007
7292.52764  15.057   0.009
7299.56817  15.053   0.007
7318.53199  15.060   0.009
7436.82907  15.069   0.007
7437.82749  15.073   0.007
7438.89126  15.059   0.007
7440.82396  15.057   0.007
7441.86815  15.073   0.007
7442.89237  15.063   0.007
7445.86701  15.069   0.007
7446.87797  15.081   0.007
7447.88568  15.080   0.007
7448.89955  15.081   0.007
7451.82925  15.075   0.007
7452.86124  15.072   0.007
7453.86759  15.069   0.007
7455.81853  15.069   0.007
7456.82467  15.074   0.007
7457.82022  15.066   0.007
7458.81545  15.074   0.007
7460.81603  15.063   0.007
7461.81523  15.068   0.007
7462.80220  15.063   0.007
7463.82912  15.071   0.007
7465.77112  15.068   0.007
7465.89961  15.069   0.007
7467.83380  15.076   0.007
7470.79069  15.079   0.007
7470.91776  15.073   0.009
7471.87456  15.068   0.007
7472.81283  15.063   0.007
7473.78116  15.068   0.007
7474.81366  15.076   0.007
7474.91872  15.076   0.007
7475.84940  15.078   0.009
7484.80529  15.076   0.007
7485.91171  15.065   0.007
7486.72209  15.066   0.009
7487.82399  15.071   0.007
7492.71536  15.063   0.007
7493.70879  15.066   0.007
7493.92848  15.061   0.007
7494.91694  15.068   0.007
7495.89560  15.073   0.007
7498.79051  15.077   0.007
7499.78197  15.062   0.007
7500.72332  15.063   0.007
7500.92490  15.066   0.007
7508.76861  15.080   0.007
7509.86502  15.070   0.007
7512.80023  15.064   0.007
7522.87119  15.056   0.010
7526.77668  15.072   0.007
7529.80287  15.057   0.009
7534.78386  15.075   0.007
7536.78302  15.074   0.007
7545.92490  15.065   0.007
7547.55895  15.056   0.007
7547.89957  15.056   0.009
7549.81365  15.060   0.007
7550.79225  15.079   0.007
7554.89524  15.069   0.007
7555.51788  15.063   0.009
7555.84131  15.050   0.007
7557.82757  15.063   0.007
7561.62651  15.062   0.007
7562.61089  15.064   0.007
7566.81354  15.051   0.007
7567.49053  15.053   0.009
7567.75748  15.055   0.007
7568.49189  15.050   0.009
7568.75633  15.052   0.007
7569.49078  15.054   0.009
7569.77381  15.056   0.007
7570.72554  15.056   0.007
7573.64313  15.065   0.007
7575.57487  15.062   0.007
7575.74280  15.065   0.007
7576.50818  15.055   0.007
7576.70148  15.054   0.007
7576.84159  15.060   0.009
7579.69885  15.064   0.007
7581.82191  15.053   0.007
7584.52939  15.055   0.007
7584.67219  15.061   0.007
7589.47503  15.061   0.009
7589.63049  15.069   0.007
7589.78560  15.061   0.009
7590.57592  15.074   0.007
7590.72358  15.089   0.009
7593.50058  15.078   0.007
7593.66639  15.082   0.007
7595.56393  15.086   0.009
7596.59310  15.086   0.007
7599.50187  15.097   0.009
7599.56934  15.103   0.009
7599.67865  15.101   0.007
7599.69113  15.093   0.007
7600.51084  15.098   0.009
7600.55136  15.092   0.007
7600.60456  15.098   0.007
7600.73416  15.096   0.007
7601.73195  15.097   0.007
7601.74435  15.095   0.007
7602.57152  15.092   0.007
7602.73253  15.088   0.009
7603.54708  15.103   0.007
7603.69546  15.098   0.007
7604.52391  15.104   0.007
7604.66528  15.097   0.007
7605.50271  15.105   0.007
7605.66900  15.104   0.007
7606.67753  15.113   0.009
7607.58675  15.107   0.007
7607.74558  15.102   0.009
7608.66707  15.114   0.007
7609.52215  15.119   0.009
7609.71279  15.126   0.007
7610.55766  15.115   0.007
7611.51170  15.118   0.007
7612.51200  15.121   0.007
7612.65305  15.111   0.007
7616.51633  15.121   0.007
7616.69590  15.117   0.007
7617.63538  15.110   0.007
7618.52328  15.113   0.009
7618.68533  15.116   0.009
7621.52442  15.114   0.007
7621.70352  15.109   0.010
7622.65542  15.102   0.007
7623.55288  15.107   0.007
7624.49332  15.093   0.007
7624.68443  15.092   0.007
7625.65675  15.099   0.007
7626.64984  15.096   0.007
7630.62415  15.083   0.007
7631.60142  15.082   0.007
7632.58664  15.080   0.007
7633.62880  15.076   0.007
7635.54532  15.072   0.009
7636.59675  15.070   0.009
7637.58659  15.064   0.007
7638.61301  15.053   0.007
7643.51019  15.052   0.009
7644.56878  15.054   0.009
7647.55126  15.047   0.007
7648.58985  15.047   0.007
7649.61497  15.054   0.007
7650.50065  15.051   0.007
7650.52067  15.053   0.007
7651.51596  15.052   0.007
7651.55999  15.048   0.007
7652.50315  15.048   0.007
7652.58004  15.022   0.007
7653.50259  15.043   0.007
7654.48803  15.043   0.007
7654.50721  15.041   0.007
7655.50392  15.055   0.007
7656.50572  15.047   0.007
7656.53004  15.049   0.007
7657.55618  15.048   0.007
7658.48669  15.053   0.009
7658.51228  15.048   0.007
7659.51431  15.049   0.007
7660.50433  15.040   0.007
7660.55517  15.047   0.007
7661.50591  15.045   0.007
7662.50598  15.051   0.007
7662.52667  15.051   0.007
7664.50470  15.051   0.007
7664.57182  15.049   0.007
7665.50862  15.038   0.007
7666.50690  15.053   0.007
7666.55330  15.054   0.007
7667.51199  15.055   0.007
7671.49311  15.045   0.007
7672.49452  15.050   0.007
7673.50106  15.052   0.007
7675.49980  15.056   0.009
7682.49695  15.083   0.007
7683.49617  15.075   0.009
7791.88014  15.061   0.007
7792.88296  15.069   0.009
7794.88141  15.070   0.009
7795.88544  15.064   0.009
7798.85536  15.077   0.007
7800.85975  15.069   0.007
7802.83965  15.069   0.009
7807.85423  15.067   0.007
7810.83119  15.073   0.007
7812.89626  15.082   0.007
7816.82400  15.070   0.007
7818.86706  15.074   0.007
7820.90120  15.067   0.007
7823.80578  15.066   0.007
7825.83788  15.063   0.007
7827.81525  15.069   0.007
7829.80609  15.068   0.009
7834.80558  15.071   0.007
7834.91560  15.064   0.007
7835.88230  15.066   0.007
7836.83497  15.071   0.007
7837.77155  15.077   0.007
7837.87992  15.076   0.007
7838.82698  15.082   0.007
7839.76266  15.072   0.007
7839.88784  15.079   0.007
7840.81517  15.076   0.007
7841.75838  15.064   0.009
7841.86910  15.070   0.009
7842.78469  15.067   0.007
7842.89398  15.064   0.007
7843.82563  15.066   0.007
7844.73582  15.072   0.007
7844.85274  15.063   0.009
7845.76004  15.074   0.007
7845.87767  15.076   0.007
7846.80794  15.080   0.007
7846.91705  15.079   0.007
7847.81863  15.072   0.007
7848.72492  15.074   0.007
7848.83182  15.076   0.007
7849.73749  15.067   0.007
7849.85478  15.084   0.007
7850.74965  15.070   0.007
7850.86845  15.075   0.007
7851.76739  15.072   0.009
7851.88752  15.063   0.007
7852.87370  15.062   0.009
7853.92631  15.067   0.009
7854.80736  15.068   0.007
7854.92038  15.080   0.007
7855.82874  15.058   0.007
7856.72687  15.060   0.009
7856.83940  15.057   0.009
7857.86676  15.061   0.009
7862.68851  15.068   0.007
7862.79848  15.071   0.007
7862.92264  15.071   0.007
7863.89258  15.067   0.007
7864.85085  15.069   0.007
7865.70731  15.071   0.007
7866.70303  15.071   0.007
7867.70632  15.071   0.007
7867.83461  15.082   0.007
7868.76242  15.060   0.009
7868.90251  15.059   0.009
7869.76207  15.060   0.007
7869.89390  15.068   0.007
7870.77365  15.073   0.007
7870.90469  15.068   0.007
7871.78834  15.071   0.007
7871.93131  15.073   0.007
7872.79830  15.071   0.007
7872.93658  15.072   0.009
7873.76731  15.075   0.007
7873.90287  15.074   0.007
7874.73606  15.066   0.009
7874.85882  15.066   0.007
7875.81502  15.072   0.007
7875.92671  15.072   0.007
7876.74042  15.062   0.007
7876.87743  15.054   0.009
7877.70101  15.059   0.007
7877.83319  15.065   0.007
7878.73894  15.068   0.007
7878.87417  15.059   0.007
7879.69846  15.059   0.009
7879.85104  15.062   0.009
7880.72729  15.062   0.007
7880.84912  15.063   0.009
7881.80525  15.066   0.007
7881.92602  15.066   0.009
7882.80302  15.061   0.009
7882.93267  15.069   0.007
7890.69771  15.078   0.009
7890.85560  15.077   0.007
7893.67639  15.051   0.009
7893.80512  15.050   0.007
7893.91481  15.057   0.009
7894.66017  15.048   0.007
7894.78792  15.068   0.007
7894.89732  15.058   0.007
7895.76167  15.064   0.007
7897.70136  15.062   0.009
7900.91582  15.053   0.009
7901.63696  15.064   0.007
7901.79233  15.068   0.007
7902.62772  15.062   0.009
7902.75043  15.061   0.007
7902.92576  15.064   0.009
