5288.86467 15.021 0.005
5293.82944 15.015 0.005
5294.81492 15.038 0.005
5296.85738 15.051 0.006
5298.92816 14.991 0.005
5301.84345 15.053 0.005
5306.77822 15.015 0.005
5308.79520 15.051 0.005
5312.92902 15.004 0.005
5314.90351 15.017 0.005
5316.78762 15.010 0.006
5320.74979 15.010 0.005
5321.89098 15.027 0.005
5323.80419 15.048 0.005
5324.93331 15.022 0.005
5326.77925 15.054 0.005
5327.92032 14.998 0.005
5334.76980 14.991 0.005
5336.81180 15.054 0.005
5338.90682 15.061 0.006
5340.85418 15.014 0.006
5342.61372 15.016 0.005
5343.64455 15.048 0.006
5348.78489 14.998 0.005
5350.71116 15.057 0.005
5353.69350 15.050 0.005
5355.86592 15.031 0.006
5361.65811 15.030 0.006
5365.69999 15.065 0.005
5378.61267 15.040 0.005
5380.64555 15.002 0.005
5382.79588 15.042 0.006
5385.53344 15.022 0.005
5385.63290 15.006 0.005
5385.73525 14.998 0.005
5388.71866 15.022 0.005
5391.81360 15.029 0.005
5397.68142 15.056 0.005
5405.63517 15.047 0.006
5409.47504 15.038 0.005
5413.51129 14.999 0.005
5422.55336 14.998 0.005
5433.68107 15.024 0.005
5439.57304 15.026 0.005
5447.50709 15.024 0.005
5457.56428 15.063 0.005
5465.51868 15.046 0.007
5472.59298 15.044 0.006
5490.52586 15.033 0.006
5602.85534 15.025 0.005
5604.86323 15.020 0.005
5605.85939 15.008 0.005
5606.85942 15.018 0.005
5607.86253 15.033 0.005
5608.85353 15.029 0.005
5611.84913 15.056 0.005
5612.85839 15.068 0.005
5613.89320 15.008 0.006
5615.84993 15.053 0.005
5616.84405 15.054 0.005
5621.83505 15.016 0.005
5622.82303 15.026 0.005
5624.77941 15.069 0.005
5626.83826 15.015 0.005
5628.77941 15.031 0.005
5629.77486 15.021 0.005
5631.83974 15.059 0.006
5632.86888 15.005 0.005
5633.76804 15.011 0.005
5635.80093 15.066 0.005
5637.77970 15.049 0.005
5638.90941 15.044 0.005
5639.76577 15.051 0.005
5642.77764 15.020 0.005
5647.76423 15.011 0.005
5649.80015 15.053 0.005
5654.80555 15.015 0.005
5658.86353 15.046 0.005
5662.91655 15.059 0.005
5668.82001 15.013 0.005
5675.80353 15.035 0.005
5679.90118 15.052 0.005
5682.92774 15.028 0.005
5686.81896 15.013 0.005
5692.66980 15.020 0.005
5694.84352 15.009 0.005
5697.70296 15.030 0.005
5702.59209 15.031 0.005
5706.87832 15.013 0.005
5710.85230 15.001 0.005
5715.86630 15.057 0.005
5722.83738 15.037 0.005
5726.53338 15.029 0.006
5735.68399 15.015 0.005
5737.79594 15.039 0.005
5740.65308 15.043 0.005
5742.68363 15.048 0.005
5745.73050 15.028 0.005
5749.51905 15.052 0.005
5760.57807 15.019 0.006
5765.54428 15.010 0.005
5768.79727 15.061 0.005
5777.67539 15.005 0.005
5784.49153 15.038 0.006
5784.62270 15.013 0.005
5786.48299 15.023 0.005
5790.59378 15.012 0.005
5794.69431 15.036 0.005
5803.52872 15.044 0.005
5815.51048 15.005 0.005
5819.54579 15.060 0.005
5824.56155 14.995 0.005
5829.53885 15.019 0.005
5833.59544 15.010 0.005
5841.53274 15.018 0.005
5845.57438 15.062 0.006
5854.53130 15.025 0.005
5972.88525 15.012 0.005
5984.89529 15.026 0.005
5990.82992 15.051 0.005
5995.77155 15.050 0.005
5999.82413 15.033 0.005
6002.77424 15.023 0.005
6002.89557 15.015 0.005
6003.86088 15.032 0.005
6010.83663 15.012 0.005
6013.91522 15.004 0.005
6016.91780 15.034 0.006
6019.90191 15.041 0.005
6022.79452 15.072 0.005
6025.72063 15.010 0.005
6032.92224 15.042 0.005
6037.74632 15.023 0.005
6040.90095 15.048 0.005
6048.76926 15.026 0.005
6051.67046 15.054 0.005
6057.70022 15.009 0.005
6057.85952 15.055 0.005
6058.65516 15.049 0.005
6061.84369 15.067 0.005
6064.83522 15.043 0.005
6067.60040 15.036 0.005
6069.69500 15.038 0.005
6071.67267 15.040 0.005
6076.70676 15.046 0.005
6078.84596 15.048 0.005
6080.80642 15.058 0.005
6086.60244 15.015 0.005
6089.66022 15.031 0.005
6093.83530 15.058 0.005
